id,scene,lum,white,black,flags,secs,traits
38,horsehead,0.1836847698801743,0.0,0.006407986111111111,,12,"{""Token"": ""#38 of 100"", ""Family"": ""Horsehead"", ""Temperament"": ""patient"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""mass"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
39,dust-storm,0.09487544934640522,0.0028385416666666667,0.4084288194444444,,13,"{""Token"": ""#39 of 100"", ""Family"": ""Dust Storm"", ""Temperament"": ""contemplative"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""density"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""on""}"
40,event-horizon,0.367142572167756,0.07193576388888889,0.07327256944444445,,10,"{""Token"": ""#40 of 100"", ""Family"": ""Event Horizon"", ""Temperament"": ""patient"", ""Signature"": ""vertigo"", ""Variant"": ""\u2014"", ""Palette"": ""bone"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""on""}"
41,quiet-drift,0.5901912173202615,0.012904513888888889,0.0,,11,"{""Token"": ""#41 of 100"", ""Family"": ""Quiet Drift"", ""Temperament"": ""contemplative"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
42,dust-storm,0.09348332652505446,0.0024409722222222224,0.42196875,,13,"{""Token"": ""#42 of 100"", ""Family"": ""Dust Storm"", ""Temperament"": ""contemplative"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""ice"", ""Channel"": ""density"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
43,orrery,0.029395336328976035,0.0008888888888888889,0.9172239583333334,,11,"{""Token"": ""#43 of 100"", ""Family"": ""Orrery"", ""Temperament"": ""patient"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""mono"", ""Channel"": ""kind"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
44,orrery,0.024546888616557735,0.0,0.9424930555555555,,11,"{""Token"": ""#44 of 100"", ""Family"": ""Orrery"", ""Temperament"": ""restless"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""nebula"", ""Channel"": ""kind"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
45,horsehead,0.186677355664488,0.0,0.05270138888888889,,9,"{""Token"": ""#45 of 100"", ""Family"": ""Horsehead"", ""Temperament"": ""restless"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""sunset"", ""Channel"": ""mass"", ""Exposure"": ""long"", ""Spin"": ""none"", ""Doppler"": ""off""}"
46,bullet-cluster,0.13142085375816995,0.0062586805555555555,0.3331145833333333,,16,"{""Token"": ""#46 of 100"", ""Family"": ""Bullet Cluster"", ""Temperament"": ""contemplative"", ""Signature"": ""chase"", ""Variant"": ""\u2014"", ""Palette"": ""ember"", ""Channel"": ""kind"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
47,quiet-drift,0.4226784109477124,0.002967013888888889,0.0007413194444444444,,16,"{""Token"": ""#47 of 100"", ""Family"": ""Quiet Drift"", ""Temperament"": ""contemplative"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""ice"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
48,stephans-quintet,0.09814765795206971,0.005930555555555555,0.3914375,,17,"{""Token"": ""#48 of 100"", ""Family"": ""Stephan's Quintet"", ""Temperament"": ""contemplative"", ""Signature"": ""chase"", ""Variant"": ""\u2014"", ""Palette"": ""bone"", ""Channel"": ""mass"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
49,orrery,0.02521703431372549,0.0,0.9414965277777778,,15,"{""Token"": ""#49 of 100"", ""Family"": ""Orrery"", ""Temperament"": ""patient"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""mono"", ""Channel"": ""kind"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
50,quiet-drift,0.3754525735294118,0.0026215277777777777,0.0045225694444444445,,13,"{""Token"": ""#50 of 100"", ""Family"": ""Quiet Drift"", ""Temperament"": ""contemplative"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""ember"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""on""}"
51,dust-storm,0.08201158088235294,0.001420138888888889,0.44081597222222224,,14,"{""Token"": ""#51 of 100"", ""Family"": ""Dust Storm"", ""Temperament"": ""patient"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""density"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
52,lattice,0.0333026075708061,0.0,0.6146649305555556,,25,"{""Token"": ""#52 of 100"", ""Family"": ""Lattice"", ""Temperament"": ""contemplative"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
53,virgo-m87,0.16842147331154683,0.005184027777777778,0.156421875,,12,"{""Token"": ""#53 of 100"", ""Family"": ""Virgo \u00b7 M87"", ""Temperament"": ""contemplative"", ""Signature"": ""vertigo"", ""Variant"": ""\u2014"", ""Palette"": ""ice"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
54,cartwheel,0.41834954384531586,0.08205034722222222,0.018010416666666668,,34,"{""Token"": ""#54 of 100"", ""Family"": ""Cartwheel"", ""Temperament"": ""restless"", ""Signature"": ""chase"", ""Variant"": ""\u2014"", ""Palette"": ""ice"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""on""}"
55,lattice,0.05235323393246187,0.0,0.4982447916666667,,29,"{""Token"": ""#55 of 100"", ""Family"": ""Lattice"", ""Temperament"": ""patient"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""prograde"", ""Doppler"": ""off""}"
56,antennae,0.1958393246187364,0.01271875,0.12225868055555555,,17,"{""Token"": ""#56 of 100"", ""Family"": ""Antennae"", ""Temperament"": ""patient"", ""Signature"": ""chase"", ""Variant"": ""\u2014"", ""Palette"": ""ember"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
57,bullet-cluster,0.12996380038126362,0.005704861111111111,0.33272395833333335,,20,"{""Token"": ""#57 of 100"", ""Family"": ""Bullet Cluster"", ""Temperament"": ""contemplative"", ""Signature"": ""chase"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""kind"", ""Exposure"": ""short"", ""Spin"": ""none"", ""Doppler"": ""off""}"
58,dust-storm,0.0983663466775599,0.0014392361111111112,0.3539861111111111,,15,"{""Token"": ""#58 of 100"", ""Family"": ""Dust Storm"", ""Temperament"": ""restless"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""aurora"", ""Channel"": ""density"", ""Exposure"": ""short"", ""Spin"": ""retrograde"", ""Doppler"": ""on""}"
59,quiet-drift,0.4897009327342048,0.0041875,1.7361111111111112e-06,,9,"{""Token"": ""#59 of 100"", ""Family"": ""Quiet Drift"", ""Temperament"": ""contemplative"", ""Signature"": ""drift"", ""Variant"": ""\u2014"", ""Palette"": ""ice"", ""Channel"": ""speed"", ""Exposure"": ""long"", ""Spin"": ""none"", ""Doppler"": ""off""}"
60,collision,0.27225921160130717,0.022984375,0.07678645833333334,,16,"{""Token"": ""#60 of 100"", ""Family"": ""Collision"", ""Temperament"": ""restless"", ""Signature"": ""chase"", ""Variant"": ""Grazing flyby (fast)"", ""Palette"": ""ember"", ""Channel"": ""speed"", ""Exposure"": ""short"", ""Spin"": ""retrograde"", ""Doppler"": ""off""}"
